CustomerID (index),Prob_Churn,Rischio
2471,0.73,Alto
855,0.73,Alto
5371,0.73,Alto
1338,0.7277562164129792,Alto
22,0.7277562164129792,Alto
2741,0.72,Alto
6508,0.72,Alto
1211,0.72,Alto
3580,0.72,Alto
4296,0.72,Alto
1421,0.72,Alto
6028,0.72,Alto
3265,0.72,Alto
2074,0.72,Alto
2514,0.72,Alto
5430,0.72,Alto
3544,0.72,Alto
5806,0.72,Alto
5868,0.72,Alto
0,0.72,Alto
4653,0.72,Alto
6142,0.72,Alto
2032,0.72,Alto
1578,0.72,Alto
1575,0.72,Alto
568,0.72,Alto
6980,0.72,Alto
2922,0.72,Alto
4687,0.72,Alto
6033,0.72,Alto
3630,0.72,Alto
728,0.72,Alto
3467,0.72,Alto
3458,0.72,Alto
6333,0.72,Alto
830,0.72,Alto
5553,0.72,Alto
339,0.72,Alto
2815,0.72,Alto
2617,0.72,Alto
1655,0.72,Alto
5509,0.72,Alto
471,0.72,Alto
2393,0.72,Alto
5312,0.72,Alto
2175,0.72,Alto
5683,0.72,Alto
2720,0.72,Alto
2274,0.72,Alto
2844,0.72,Alto
1675,0.72,Alto
177,0.72,Alto
2337,0.72,Alto
1294,0.72,Alto
4899,0.72,Alto
6227,0.71,Alto
6943,0.71,Alto
1965,0.71,Alto
580,0.71,Alto
4910,0.71,Alto
397,0.71,Alto
3694,0.71,Alto
5030,0.71,Alto
4149,0.71,Alto
3577,0.71,Alto
7011,0.71,Alto
1263,0.71,Alto
1460,0.71,Alto
5329,0.71,Alto
4428,0.71,Alto
2644,0.71,Alto
3049,0.71,Alto
6632,0.71,Alto
1259,0.71,Alto
2336,0.71,Alto
5183,0.71,Alto
6035,0.71,Alto
1218,0.71,Alto
2629,0.71,Alto
3864,0.71,Alto
1784,0.71,Alto
6593,0.71,Alto
5483,0.71,Alto
2214,0.71,Alto
3058,0.71,Alto
2526,0.7057998801677651,Alto
4789,0.7018605085868872,Alto
684,0.7018605085868872,Alto
6460,0.7,Alto
3121,0.7,Alto
6853,0.7,Alto
2287,0.7,Alto
5497,0.7,Alto
1624,0.7,Alto
6357,0.7,Alto
462,0.7,Alto
3029,0.7,Alto
2103,0.7,Alto
1556,0.7,Alto
544,0.7,Alto
4464,0.7,Alto
3875,0.7,Alto
4527,0.7,Alto
3887,0.7,Alto
5888,0.7,Alto
3438,0.7,Alto
5871,0.7,Alto
4967,0.7,Alto
6314,0.7,Alto
2578,0.7,Alto
248,0.7,Alto
1967,0.7,Alto
1335,0.7,Alto
358,0.7,Alto
799,0.7,Alto
4140,0.7,Alto
6290,0.7,Alto
5112,0.7,Alto
6607,0.7,Alto
3888,0.6973416761471369,Alto
295,0.6932497469562161,Alto
4721,0.6932497469562161,Alto
5680,0.6909480580926629,Alto
1458,0.69,Alto
595,0.69,Alto
2070,0.69,Alto
2790,0.69,Alto
2890,0.69,Alto
1859,0.69,Alto
2057,0.69,Alto
1522,0.69,Alto
1538,0.69,Alto
6557,0.69,Alto
320,0.69,Alto
4287,0.69,Alto
4273,0.69,Alto
161,0.69,Alto
6746,0.69,Alto
901,0.69,Alto
3318,0.69,Alto
5544,0.69,Alto
2096,0.69,Alto
481,0.69,Alto
2940,0.69,Alto
1701,0.69,Alto
6176,0.69,Alto
804,0.69,Alto
1171,0.69,Alto
927,0.68,Alto
7021,0.68,Alto
3672,0.68,Alto
5901,0.68,Alto
1555,0.68,Alto
1603,0.68,Alto
3554,0.68,Alto
1897,0.68,Alto
3680,0.68,Alto
3188,0.68,Alto
3197,0.68,Alto
180,0.68,Alto
1485,0.68,Alto
1306,0.68,Alto
3340,0.68,Alto
3796,0.68,Alto
5972,0.68,Alto
1028,0.68,Alto
2639,0.68,Alto
3980,0.68,Alto
4402,0.68,Alto
4458,0.68,Alto
6289,0.68,Alto
2285,0.68,Alto
3844,0.68,Alto
2962,0.68,Alto
785,0.68,Alto
6202,0.68,Alto
4005,0.68,Alto
6302,0.68,Alto
5050,0.68,Alto
2185,0.68,Alto
4749,0.68,Alto
2277,0.68,Alto
4771,0.68,Alto
4773,0.68,Alto
2974,0.68,Alto
6408,0.68,Alto
6734,0.68,Alto
1595,0.68,Alto
611,0.68,Alto
3666,0.67,Alto
1795,0.67,Alto
1837,0.67,Alto
4258,0.67,Alto
1808,0.67,Alto
5715,0.67,Alto
1324,0.67,Alto
3834,0.67,Alto
1299,0.67,Alto
4471,0.67,Alto
1395,0.67,Alto
6489,0.67,Alto
4417,0.67,Alto
3410,0.67,Alto
5397,0.67,Alto
5992,0.67,Alto
1891,0.67,Alto
6687,0.67,Alto
2804,0.67,Alto
2361,0.67,Alto
335,0.67,Alto
5946,0.67,Alto
2564,0.67,Alto
2610,0.67,Alto
5006,0.67,Alto
2616,0.67,Alto
3047,0.67,Alto
3890,0.67,Alto
6740,0.67,Alto
5702,0.67,Alto
479,0.67,Alto
1577,0.67,Alto
3042,0.67,Alto
966,0.66,Alto
3788,0.66,Alto
3803,0.66,Alto
4531,0.66,Alto
4539,0.66,Alto
2875,0.66,Alto
2105,0.66,Alto
1547,0.66,Alto
6157,0.66,Alto
535,0.66,Alto
2412,0.66,Alto
5870,0.66,Alto
6535,0.66,Alto
6507,0.66,Alto
6680,0.66,Alto
5817,0.66,Alto
4323,0.66,Alto
3448,0.66,Alto
5211,0.66,Alto
3849,0.66,Alto
3157,0.66,Alto
3497,0.66,Alto
5179,0.66,Alto
2904,0.66,Alto
4779,0.66,Alto
2822,0.66,Alto
546,0.66,Alto
2536,0.66,Alto
2780,0.66,Alto
4734,0.65,Alto
1477,0.65,Alto
2812,0.65,Alto
3971,0.65,Alto
18,0.65,Alto
6986,0.65,Alto
6317,0.65,Alto
5016,0.65,Alto
5629,0.65,Alto
5311,0.65,Alto
201,0.65,Alto
2003,0.65,Alto
5385,0.65,Alto
1985,0.65,Alto
1861,0.65,Alto
5247,0.65,Alto
1786,0.65,Alto
3439,0.65,Alto
5168,0.65,Alto
5233,0.65,Alto
3326,0.65,Alto
5968,0.65,Alto
828,0.65,Alto
3371,0.65,Alto
3790,0.65,Alto
3332,0.65,Alto
2244,0.65,Alto
6174,0.65,Alto
771,0.65,Alto
2150,0.65,Alto
445,0.65,Alto
3784,0.65,Alto
658,0.65,Alto
6554,0.64,Alto
3945,0.64,Alto
5437,0.64,Alto
6772,0.64,Alto
5317,0.64,Alto
2668,0.64,Alto
3995,0.64,Alto
2206,0.64,Alto
2303,0.64,Alto
6046,0.64,Alto
3715,0.64,Alto
5900,0.64,Alto
5256,0.64,Alto
2130,0.64,Alto
6444,0.64,Alto
4078,0.64,Alto
5779,0.64,Alto
6105,0.64,Alto
840,0.64,Alto
6969,0.64,Alto
38,0.64,Alto
2222,0.64,Alto
5670,0.64,Alto
6774,0.6348847290243296,Alto
1049,0.6348847290243296,Alto
5170,0.6348847290243296,Alto
5129,0.63,Alto
4329,0.63,Alto
3700,0.63,Alto
1840,0.63,Alto
268,0.63,Alto
5099,0.63,Alto
2444,0.63,Alto
5576,0.63,Alto
3528,0.63,Alto
2098,0.63,Alto
6082,0.63,Alto
4435,0.63,Alto
3804,0.63,Alto
1319,0.63,Alto
4330,0.63,Alto
1346,0.63,Alto
1354,0.63,Alto
4082,0.63,Alto
313,0.63,Alto
6724,0.63,Alto
6424,0.63,Alto
2819,0.63,Alto
6893,0.63,Alto
5541,0.63,Alto
1632,0.63,Alto
3328,0.6289025677215951,Alto
5662,0.6289025677215951,Alto
695,0.6273901190892578,Alto
2488,0.62,Alto
3351,0.62,Alto
6283,0.62,Alto
6277,0.62,Alto
1853,0.62,Alto
5947,0.62,Alto
4418,0.62,Alto
975,0.62,Alto
2614,0.62,Alto
4544,0.62,Alto
6757,0.62,Alto
5476,0.62,Alto
4751,0.62,Alto
2529,0.62,Alto
5991,0.62,Alto
3831,0.62,Alto
3132,0.62,Alto
842,0.62,Alto
3637,0.62,Alto
4973,0.62,Alto
5177,0.62,Alto
5444,0.62,Alto
4515,0.62,Alto
4241,0.62,Alto
5250,0.62,Alto
6884,0.62,Alto
3927,0.62,Alto
5579,0.62,Alto
5045,0.62,Alto
2912,0.61,Alto
1212,0.61,Alto
5950,0.61,Alto
5798,0.61,Alto
2127,0.61,Alto
2709,0.61,Alto
2000,0.61,Alto
4607,0.61,Alto
6012,0.61,Alto
6345,0.61,Alto
4272,0.61,Alto
1015,0.61,Alto
5556,0.61,Alto
3603,0.61,Alto
5001,0.61,Alto
2770,0.6,Medio
732,0.6,Medio
5119,0.6,Medio
5475,0.6,Medio
4073,0.6,Medio
1990,0.6,Medio
5086,0.6,Medio
3987,0.6,Medio
6785,0.6,Medio
5615,0.6,Medio
3111,0.6,Medio
1345,0.6,Medio
3529,0.6,Medio
5589,0.6,Medio
5284,0.6,Medio
6186,0.6,Medio
191,0.6,Medio
2029,0.6,Medio
2087,0.6,Medio
4171,0.6,Medio
5144,0.6,Medio
377,0.6,Medio
293,0.6,Medio
4642,0.6,Medio
2022,0.6,Medio
3040,0.6,Medio
4675,0.6,Medio
6449,0.5925099501932987,Medio
710,0.5925099501932987,Medio
3574,0.59,Medio
4343,0.59,Medio
4444,0.59,Medio
6038,0.59,Medio
19,0.59,Medio
1813,0.59,Medio
5441,0.59,Medio
4535,0.59,Medio
6109,0.59,Medio
2288,0.59,Medio
1057,0.59,Medio
6558,0.59,Medio
1928,0.59,Medio
7034,0.59,Medio
4812,0.59,Medio
412,0.59,Medio
5643,0.5884670894380056,Medio
2455,0.58,Medio
5581,0.58,Medio
5409,0.58,Medio
5498,0.58,Medio
6085,0.58,Medio
1249,0.58,Medio
4776,0.57,Medio
5260,0.57,Medio
875,0.57,Medio
2827,0.57,Medio
727,0.57,Medio
810,0.57,Medio
2407,0.57,Medio
1919,0.57,Medio
4173,0.57,Medio
5257,0.57,Medio
3946,0.57,Medio
433,0.57,Medio
6452,0.57,Medio
1040,0.56,Medio
6244,0.56,Medio
421,0.56,Medio
4434,0.56,Medio
4451,0.56,Medio
1607,0.56,Medio
1974,0.56,Medio
4478,0.56,Medio
6396,0.56,Medio
4698,0.56,Medio
747,0.56,Medio
5809,0.56,Medio
3408,0.56,Medio
4978,0.56,Medio
6997,0.55,Medio
3742,0.55,Medio
4739,0.55,Medio
5013,0.55,Medio
5438,0.55,Medio
655,0.55,Medio
506,0.55,Medio
6563,0.55,Medio
1472,0.55,Medio
7026,0.55,Medio
2580,0.55,Medio
97,0.55,Medio
4242,0.5469410216322332,Medio
2319,0.54,Medio
5514,0.54,Medio
2183,0.54,Medio
1215,0.54,Medio
4986,0.54,Medio
1618,0.54,Medio
4558,0.54,Medio
2655,0.54,Medio
5652,0.54,Medio
6107,0.5374868186475716,Medio
4564,0.5334054975982572,Medio
3802,0.5334054975982572,Medio
2153,0.53,Medio
3035,0.53,Medio
5242,0.53,Medio
4948,0.53,Medio
6055,0.53,Medio
1308,0.53,Medio
3639,0.53,Medio
1835,0.53,Medio
6287,0.53,Medio
6957,0.52,Medio
4012,0.52,Medio
4738,0.52,Medio
3366,0.52,Medio
1984,0.52,Medio
3259,0.52,Medio
1892,0.52,Medio
5188,0.52,Medio
4384,0.52,Medio
5889,0.51,Medio
3175,0.51,Medio
2998,0.51,Medio
4106,0.51,Medio
2570,0.51,Medio
678,0.51,Medio
5728,0.51,Medio
3172,0.51,Medio
6363,0.51,Medio
3884,0.51,Medio
200,0.5,Medio
4424,0.5,Medio
2673,0.5,Medio
4938,0.5,Medio
55,0.5,Medio
3195,0.5,Medio
3801,0.5,Medio
6158,0.5,Medio
3567,0.5,Medio
4307,0.5,Medio
195,0.49,Medio
3740,0.49,Medio
4502,0.49,Medio
5760,0.49,Medio
4538,0.49,Medio
4327,0.49,Medio
4823,0.49,Medio
597,0.49,Medio
3928,0.49,Medio
1102,0.49,Medio
2442,0.49,Medio
4404,0.49,Medio
4513,0.49,Medio
6128,0.48,Medio
5333,0.48,Medio
27,0.48,Medio
717,0.48,Medio
6702,0.48,Medio
3837,0.48,Medio
6166,0.48,Medio
3688,0.48,Medio
5716,0.48,Medio
4025,0.48,Medio
6524,0.48,Medio
3731,0.4773416761471369,Medio
5600,0.47,Medio
251,0.47,Medio
1852,0.47,Medio
5678,0.47,Medio
1627,0.47,Medio
1239,0.47,Medio
3852,0.47,Medio
4995,0.46,Medio
1391,0.46,Medio
5636,0.46,Medio
6152,0.46,Medio
4197,0.46,Medio
6284,0.46,Medio
329,0.46,Medio
837,0.46,Medio
2879,0.46,Medio
902,0.46,Medio
594,0.46,Medio
4395,0.46,Medio
6411,0.46,Medio
3845,0.46,Medio
276,0.46,Medio
5053,0.46,Medio
5610,0.46,Medio
2447,0.45,Medio
3525,0.45,Medio
259,0.45,Medio
1941,0.45,Medio
6356,0.45,Medio
4898,0.45,Medio
1665,0.45,Medio
4482,0.45,Medio
3251,0.45,Medio
3555,0.45,Medio
5381,0.45,Medio
4328,0.45,Medio
3287,0.44,Medio
3384,0.44,Medio
5263,0.44,Medio
1214,0.44,Medio
4867,0.44,Medio
2452,0.44,Medio
4703,0.44,Medio
3692,0.44,Medio
773,0.44,Medio
1932,0.4323250805877184,Medio
100,0.4323250805877184,Medio
5908,0.4323250805877184,Medio
5506,0.4323250805877184,Medio
2873,0.43,Medio
5128,0.43,Medio
1602,0.43,Medio
4900,0.43,Medio
5204,0.43,Medio
227,0.43,Medio
1339,0.43,Medio
5194,0.43,Medio
937,0.43,Medio
1958,0.43,Medio
5827,0.43,Medio
3305,0.43,Medio
279,0.43,Medio
2012,0.43,Medio
1002,0.43,Medio
794,0.42,Medio
620,0.42,Medio
4182,0.42,Medio
6918,0.42,Medio
6516,0.42,Medio
5697,0.42,Medio
6161,0.42,Medio
4621,0.42,Medio
1286,0.42,Medio
5091,0.42,Medio
3299,0.42,Medio
1821,0.42,Medio
1398,0.41,Medio
1050,0.41,Medio
660,0.41,Medio
5364,0.41,Medio
1644,0.41,Medio
1533,0.41,Medio
5741,0.41,Medio
46,0.41,Medio
308,0.41,Medio
4647,0.41,Medio
5622,0.41,Medio
951,0.41,Medio
6800,0.41,Medio
2422,0.4031504417322795,Medio
4102,0.4,Medio
2424,0.4,Medio
6428,0.4,Medio
6256,0.4,Medio
4720,0.4,Medio
5961,0.4,Medio
3324,0.4,Medio
1903,0.4,Medio
3579,0.4,Medio
3756,0.4,Medio
520,0.4,Medio
4866,0.4,Medio
1482,0.4,Medio
600,0.4,Medio
426,0.4,Medio
4547,0.4,Medio
374,0.4,Medio
5905,0.39,Medio
1907,0.39,Medio
6968,0.39,Medio
2557,0.39,Medio
6987,0.39,Medio
120,0.39,Medio
1045,0.39,Medio
6658,0.39,Medio
3215,0.39,Medio
772,0.3864805750848241,Medio
4817,0.3864805750848241,Medio
6706,0.3864805750848241,Medio
2162,0.38,Medio
3282,0.38,Medio
1273,0.38,Medio
1708,0.38,Medio
5140,0.38,Medio
6207,0.38,Medio
115,0.38,Medio
6727,0.38,Medio
929,0.38,Medio
6551,0.38,Medio
768,0.38,Medio
2157,0.38,Medio
2956,0.38,Medio
5434,0.38,Medio
258,0.38,Medio
3822,0.37,Medio
3677,0.37,Medio
4983,0.37,Medio
3536,0.37,Medio
3258,0.37,Medio
1466,0.37,Medio
6912,0.37,Medio
57,0.37,Medio
338,0.37,Medio
6899,0.37,Medio
3140,0.37,Medio
6574,0.37,Medio
5136,0.37,Medio
1868,0.37,Medio
4340,0.37,Medio
3563,0.37,Medio
5970,0.37,Medio
5603,0.37,Medio
4284,0.37,Medio
3636,0.36,Medio
1569,0.36,Medio
4556,0.36,Medio
6399,0.36,Medio
486,0.36,Medio
453,0.36,Medio
1095,0.36,Medio
3236,0.36,Medio
4264,0.36,Medio
3905,0.36,Medio
950,0.36,Medio
3346,0.36,Medio
6960,0.36,Medio
6370,0.36,Medio
5423,0.36,Medio
2608,0.36,Medio
5044,0.35,Medio
3031,0.35,Medio
4626,0.35,Medio
1225,0.35,Medio
2519,0.35,Medio
5160,0.35,Medio
4389,0.35,Medio
1823,0.35,Medio
6600,0.35,Medio
2944,0.35,Medio
4893,0.35,Medio
1206,0.35,Medio
5816,0.35,Medio
5307,0.35,Medio
4745,0.35,Medio
1145,0.35,Medio
2846,0.35,Medio
345,0.35,Medio
661,0.35,Medio
5627,0.35,Medio
4741,0.35,Medio
3450,0.34,Medio
702,0.34,Medio
5619,0.34,Medio
3593,0.34,Medio
5801,0.34,Medio
3965,0.34,Medio
6235,0.34,Medio
2712,0.34,Medio
2773,0.34,Medio
3007,0.34,Medio
2600,0.34,Medio
3620,0.34,Medio
6990,0.34,Medio
5391,0.34,Medio
1781,0.34,Medio
1297,0.34,Medio
3810,0.34,Medio
4199,0.34,Medio
2290,0.34,Medio
304,0.34,Medio
4139,0.33,Medio
4096,0.33,Medio
5229,0.33,Medio
942,0.33,Medio
3291,0.33,Medio
560,0.33,Medio
822,0.33,Medio
6249,0.33,Medio
532,0.33,Medio
448,0.33,Medio
3696,0.33,Medio
2124,0.33,Medio
6974,0.33,Medio
3065,0.33,Medio
3488,0.33,Medio
5951,0.33,Medio
1703,0.33,Medio
2936,0.33,Medio
4613,0.33,Medio
398,0.33,Medio
4150,0.33,Medio
1120,0.33,Medio
744,0.33,Medio
3795,0.33,Medio
3178,0.33,Medio
1479,0.33,Medio
5844,0.33,Medio
4534,0.33,Medio
5057,0.33,Medio
1358,0.33,Medio
1397,0.33,Medio
2567,0.33,Medio
3389,0.3289230296512521,Medio
3518,0.32599030047679933,Medio
3224,0.32,Medio
7016,0.32,Medio
2474,0.32,Medio
3753,0.32,Medio
3773,0.32,Medio
1630,0.32,Medio
83,0.32,Medio
74,0.32,Medio
3791,0.32,Medio
4792,0.32,Medio
2906,0.32,Medio
3492,0.32,Medio
6946,0.32,Medio
1006,0.32,Medio
3064,0.32,Medio
5732,0.32,Medio
3139,0.32,Medio
1550,0.32,Medio
4027,0.32,Medio
1013,0.32,Medio
2236,0.32,Medio
3164,0.32,Medio
1260,0.32,Medio
6151,0.32,Medio
1980,0.32,Medio
4936,0.32,Medio
735,0.32,Medio
5720,0.32,Medio
518,0.32,Medio
3433,0.32,Medio
2125,0.31,Medio
4092,0.31,Medio
3066,0.31,Medio
6972,0.31,Medio
4123,0.31,Medio
3292,0.31,Medio
4491,0.31,Medio
2342,0.31,Medio
6763,0.31,Medio
4895,0.31,Medio
5215,0.31,Medio
297,0.31,Medio
2135,0.31,Medio
1469,0.31,Medio
4131,0.31,Medio
6001,0.31,Medio
4077,0.31,Medio
2845,0.31,Medio
5597,0.31,Medio
5676,0.31,Medio
3582,0.31,Medio
1621,0.31,Medio
957,0.31,Medio
1195,0.31,Medio
6675,0.31,Medio
4682,0.31,Medio
3446,0.31,Medio
3981,0.31,Medio
6308,0.31,Medio
1014,0.31,Medio
3135,0.31,Medio
4484,0.3054455975913382,Medio
1968,0.3,Basso
2126,0.3,Basso
4282,0.3,Basso
2934,0.3,Basso
4780,0.3,Basso
3311,0.3,Basso
5189,0.3,Basso
5190,0.3,Basso
1645,0.3,Basso
3270,0.3,Basso
3613,0.3,Basso
85,0.3,Basso
6610,0.3,Basso
2854,0.3,Basso
29,0.3,Basso
130,0.3,Basso
2453,0.3,Basso
6908,0.3,Basso
4916,0.3,Basso
4567,0.3,Basso
2251,0.3,Basso
2321,0.3,Basso
155,0.3,Basso
6466,0.3,Basso
3114,0.3,Basso
4104,0.3,Basso
1943,0.3,Basso
2598,0.3,Basso
3854,0.3,Basso
900,0.2986144461550328,Basso
3865,0.29651159917851644,Basso
4877,0.29,Basso
420,0.29,Basso
5533,0.29,Basso
160,0.29,Basso
5791,0.29,Basso
2493,0.29,Basso
2850,0.29,Basso
5386,0.29,Basso
2809,0.29,Basso
6395,0.29,Basso
4529,0.29,Basso
4156,0.29,Basso
386,0.29,Basso
2097,0.29,Basso
1131,0.29,Basso
2281,0.29,Basso
6715,0.29,Basso
2107,0.29,Basso
6565,0.29,Basso
685,0.29,Basso
1992,0.29,Basso
3400,0.29,Basso
1012,0.29,Basso
2383,0.29,Basso
3493,0.29,Basso
2418,0.29,Basso
2441,0.2857998801677651,Basso
2582,0.28,Basso
4433,0.28,Basso
4321,0.28,Basso
5822,0.28,Basso
2171,0.28,Basso
6288,0.28,Basso
4958,0.28,Basso
1686,0.28,Basso
3885,0.28,Basso
2957,0.28,Basso
1147,0.28,Basso
6175,0.28,Basso
4931,0.28,Basso
4892,0.28,Basso
1282,0.28,Basso
2548,0.28,Basso
5797,0.28,Basso
3228,0.28,Basso
2280,0.28,Basso
5753,0.28,Basso
3797,0.28,Basso
4813,0.28,Basso
1228,0.28,Basso
6199,0.28,Basso
2725,0.28,Basso
1043,0.28,Basso
6567,0.27,Basso
4473,0.27,Basso
5557,0.27,Basso
683,0.27,Basso
2099,0.27,Basso
2364,0.27,Basso
4951,0.27,Basso
4382,0.27,Basso
1367,0.27,Basso
4701,0.27,Basso
5173,0.27,Basso
6342,0.27,Basso
971,0.27,Basso
3954,0.27,Basso
6351,0.27,Basso
734,0.27,Basso
885,0.27,Basso
3902,0.27,Basso
336,0.27,Basso
7039,0.27,Basso
2783,0.27,Basso
6236,0.27,Basso
2841,0.27,Basso
5025,0.27,Basso
3874,0.27,Basso
955,0.27,Basso
6796,0.27,Basso
3778,0.27,Basso
1257,0.27,Basso
5668,0.27,Basso
211,0.27,Basso
3159,0.27,Basso
6669,0.27,Basso
760,0.2680929526826316,Basso
2134,0.26643798149836195,Basso
33,0.2646833522942738,Basso
2759,0.26048323246203897,Basso
3465,0.26,Basso
4120,0.26,Basso
1023,0.26,Basso
5923,0.26,Basso
315,0.26,Basso
124,0.26,Basso
3076,0.26,Basso
6812,0.26,Basso
4377,0.26,Basso
1887,0.26,Basso
6047,0.26,Basso
517,0.26,Basso
1202,0.26,Basso
6497,0.26,Basso
6519,0.26,Basso
3735,0.26,Basso
3713,0.26,Basso
3126,0.26,Basso
4528,0.26,Basso
2733,0.26,Basso
2877,0.26,Basso
4141,0.26,Basso
4593,0.26,Basso
1160,0.26,Basso
4639,0.26,Basso
392,0.26,Basso
619,0.26,Basso
626,0.26,Basso
4071,0.26,Basso
892,0.26,Basso
5658,0.26,Basso
3612,0.26,Basso
5755,0.26,Basso
4013,0.26,Basso
6537,0.26,Basso
2036,0.26,Basso
1261,0.26,Basso
3174,0.26,Basso
3609,0.26,Basso
6837,0.26,Basso
3273,0.26,Basso
6323,0.26,Basso
886,0.26,Basso
6871,0.26,Basso
5227,0.26,Basso
2272,0.26,Basso
1381,0.25,Basso
1628,0.25,Basso
5199,0.25,Basso
3921,0.25,Basso
4578,0.25,Basso
4841,0.25,Basso
5474,0.25,Basso
4204,0.25,Basso
4869,0.25,Basso
2863,0.25,Basso
3315,0.25,Basso
4253,0.25,Basso
352,0.25,Basso
4511,0.25,Basso
1122,0.25,Basso
6848,0.25,Basso
6015,0.25,Basso
2056,0.25,Basso
3147,0.25,Basso
5523,0.25,Basso
2652,0.25,Basso
3506,0.25,Basso
4648,0.25,Basso
5631,0.25,Basso
3293,0.25,Basso
5768,0.25,Basso
6802,0.25,Basso
2396,0.25,Basso
5795,0.25,Basso
1592,0.25,Basso
3353,0.25,Basso
2149,0.25,Basso
3063,0.25,Basso
2996,0.25,Basso
278,0.24,Basso
6693,0.24,Basso
5559,0.24,Basso
3848,0.24,Basso
3762,0.24,Basso
1313,0.24,Basso
3876,0.24,Basso
5682,0.24,Basso
12,0.24,Basso
7023,0.24,Basso
289,0.24,Basso
6458,0.24,Basso
7020,0.24,Basso
2451,0.24,Basso
162,0.24,Basso
6222,0.24,Basso
4825,0.24,Basso
6451,0.24,Basso
573,0.24,Basso
5405,0.24,Basso
1351,0.24,Basso
2229,0.24,Basso
4668,0.24,Basso
6044,0.24,Basso
1862,0.24,Basso
6992,0.24,Basso
7,0.24,Basso
3678,0.24,Basso
427,0.24,Basso
1563,0.24,Basso
820,0.24,Basso
4134,0.24,Basso
2555,0.24,Basso
3882,0.24,Basso
5657,0.24,Basso
5689,0.24,Basso
6526,0.24,Basso
5303,0.24,Basso
6163,0.24,Basso
5135,0.24,Basso
1710,0.24,Basso
1373,0.2357998801677651,Basso
5221,0.23,Basso
3481,0.23,Basso
203,0.23,Basso
3202,0.23,Basso
3789,0.23,Basso
2018,0.23,Basso
4165,0.23,Basso
3469,0.23,Basso
5873,0.23,Basso
3955,0.23,Basso
6440,0.23,Basso
2201,0.23,Basso
1199,0.23,Basso
6501,0.23,Basso
2384,0.23,Basso
5704,0.23,Basso
6480,0.23,Basso
4991,0.23,Basso
3550,0.23,Basso
1856,0.23,Basso
2152,0.23,Basso
1328,0.23,Basso
3503,0.23,Basso
1870,0.23,Basso
5011,0.23,Basso
1105,0.23,Basso
6801,0.23,Basso
6888,0.23,Basso
3642,0.23,Basso
7029,0.23,Basso
3899,0.23,Basso
3104,0.23,Basso
2118,0.23,Basso
3738,0.23,Basso
3863,0.23,Basso
4030,0.23,Basso
4014,0.23,Basso
5459,0.23,Basso
521,0.23,Basso
4604,0.23,Basso
6963,0.23,Basso
3684,0.23,Basso
4436,0.23,Basso
888,0.23,Basso
5126,0.23,Basso
823,0.23,Basso
4488,0.23,Basso
5899,0.23,Basso
1318,0.23,Basso
222,0.23,Basso
2350,0.23,Basso
214,0.23,Basso
6133,0.23,Basso
317,0.23,Basso
1512,0.23,Basso
1504,0.23,Basso
356,0.22,Basso
873,0.22,Basso
4798,0.22,Basso
70,0.22,Basso
3264,0.22,Basso
3260,0.22,Basso
4840,0.22,Basso
5480,0.22,Basso
5159,0.22,Basso
2866,0.22,Basso
5911,0.22,Basso
5200,0.22,Basso
954,0.22,Basso
5611,0.22,Basso
6619,0.22,Basso
6833,0.22,Basso
4809,0.22,Basso
3086,0.22,Basso
1707,0.22,Basso
5993,0.22,Basso
2730,0.22,Basso
6019,0.22,Basso
1124,0.22,Basso
2931,0.22,Basso
1524,0.22,Basso
4079,0.22,Basso
5749,0.22,Basso
3783,0.22,Basso
3842,0.22,Basso
918,0.22,Basso
4283,0.22,Basso
5561,0.22,Basso
3600,0.22,Basso
3598,0.22,Basso
2328,0.22,Basso
6380,0.22,Basso
574,0.22,Basso
987,0.22,Basso
2642,0.22,Basso
439,0.22,Basso
4763,0.22,Basso
3044,0.22,Basso
3861,0.22,Basso
2419,0.22,Basso
4352,0.22,Basso
6483,0.22,Basso
3413,0.22,Basso
704,0.22,Basso
4660,0.21658941771362208,Basso
6381,0.21639302599534704,Basso
5490,0.21,Basso
5031,0.21,Basso
3505,0.21,Basso
741,0.21,Basso
977,0.21,Basso
4930,0.21,Basso
3747,0.21,Basso
3750,0.21,Basso
4705,0.21,Basso
1763,0.21,Basso
5455,0.21,Basso
5352,0.21,Basso
1914,0.21,Basso
5004,0.21,Basso
4692,0.21,Basso
3978,0.21,Basso
5161,0.21,Basso
2204,0.21,Basso
3222,0.21,Basso
2198,0.21,Basso
3113,0.21,Basso
5034,0.21,Basso
911,0.21,Basso
6181,0.21,Basso
3253,0.21,Basso
3306,0.21,Basso
6338,0.21,Basso
6851,0.21,Basso
6870,0.21,Basso
4952,0.21,Basso
5510,0.21,Basso
1553,0.21,Basso
3368,0.21,Basso
3372,0.21,Basso
4410,0.21,Basso
2399,0.21,Basso
440,0.21,Basso
2641,0.21,Basso
4363,0.21,Basso
249,0.21,Basso
1445,0.21,Basso
4338,0.21,Basso
5763,0.21,Basso
4093,0.21,Basso
578,0.21,Basso
5313,0.21,Basso
6312,0.21,Basso
3833,0.21,Basso
6352,0.21,Basso
541,0.21,Basso
2306,0.21,Basso
2334,0.21,Basso
6889,0.21,Basso
6311,0.21,Basso
2808,0.21,Basso
3794,0.21,Basso
4298,0.21,Basso
4217,0.21,Basso
6770,0.2,Basso
3470,0.2,Basso
738,0.2,Basso
1087,0.2,Basso
3046,0.2,Basso
